short_name,long_name,player_positions,overall,position,nationality
F. Lo Celso,Francesco Lo Celso,"LM, CM, CAM, LW",65,SUB,Argentina
S. González,Santiago Iván González,"CM, CDM",67,RES,Argentina
M. Shelton,Mark John Shelton,CM,61,RCM,England
L. Rose,Lachlan Michael William Rose,"ST, RM, RW",65,ST,Australia
R. Onea,Răzvan Philippe Onea,"RB, RM, LB",65,SUB,Romania
J. Infante,Juan José Infante,"LB, LM",69,LB,Argentina
A. Kashi,Ahmed Kashi,"CDM, CM, CB",69,RDM,Algeria
F. N'Sakala,Mayele Fabrice N'Sakala,"LB, LM",67,LB,Congo DR
B. Kapacak,Burak Kapacak,"RM, RB, RW",65,SUB,Türkiye
Carlos Forbs,Carlos Roberto Forbs Borges,"LW, RW, RM, LM",70,SUB,Portugal
A. Boudri,Amin Boudri,"CM, LW, CAM",65,LCM,Sweden
S. Carey,Sonny Jack Carey,"CM, LM, CAM, LW",66,CAM,England
B. Varga,Barnabás Varga,ST,75,ST,Hungary
A. Cigaņiks,Andrejs Cigaņiks,"LB, LM",67,SUB,Latvia
R. Teague,Ryan Graham Pun Teague,"CDM, CM",69,SUB,Australia
E. Zeballos,Oscar Exequiel Zeballos,"RM, RW, LW",74,RM,Argentina
Rodri Mendoza,Rodrigo Mendoza Martinez Moya,"CM, RM, CAM",66,LCM,Spain
S. Long,Samuel Patrick Robert Long,"CB, RB, RM",67,LCB,England
O. Villadsen,Oliver Marc Rose-Villadsen,"RB, RM",67,SUB,Denmark
D. Namaso,Daniel Namaso Edi-Mesumbe Loader,"ST, CAM",73,SUB,Cameroon
F. Karačić,Fran Karačić,"RB, RM",68,RB,Australia
L. Yoro,Leny Yoro,CB,78,RCB,France
G. Yah,Gibson Yah,"CM, CDM",63,RDM,Netherlands
Toni Martínez,Antonio Martínez López,ST,74,ST,Spain
D. Mândroiu,Daniel Jordan Mandroiu,"CM, LW",62,SUB,Republic of Ireland
M. Abdelmonem,Mohamed Abdelmonemمحمد عبد المنعم,CB,74,RES,Egypt
T. Ream,Timothy Michael Ream,"CB, LB",72,RCB,United States
Yan Dinghao,Yan Dinghao严鼎皓,"CM, CAM, CDM",64,SUB,China PR
J. Medina,Jesús Manuel Medina Maldonado,"RM, CAM, RW",70,RM,Paraguay
N. Mehssatou,Nayel Rayan Mehssatou Sepúlveda,"RB, RM, CM",67,SUB,Chile
C. Saydee,Christian Saydee,"ST, CAM",65,RS,England
J. Mosquera,Juan David Mosquera López,"RB, RM, RW",67,RB,Colombia
M. Entrup,Maximilian Entrup,ST,72,ST,Austria
L. Rogerson,Logan Tipene Rogerson,"RM, CAM, RW",64,RM,New Zealand
T. Escalante,Lautaro Tomás Escalante,"CM, CDM, CAM",65,RES,Argentina
M. Estève,Maxime Estève,CB,76,LCB,France
D. León,Diego Basilio León Blanco,"LB, LM",64,SUB,Paraguay
S. Botman,Sven Adriaan Botman,CB,82,SUB,Netherlands
M. Virtue,Matthew Joseph Virtue Thick,"CM, CDM",63,SUB,England
A. Hanche-Olsen,Andreas Schjølberg Hanche-Olsen,CB,75,CB,Norway
C. Negut,Cristian Daniel Neguț,"ST, RM, CAM",64,LS,Romania
Wang Gang,Wang Gang王刚,"RB, CB",64,LCB,China PR
N. Galazzi,Nicolas Galazzi,"CAM, CM",67,SUB,Italy
G. Jones,Gethin Wynne Jones,"CB, RB, RM",65,RB,Australia
S. Davi,Simone Davì,"LB, LM",67,LB,Italy
K. Peralta,Kevin Marcelo Peralta Ayoví,"CB, RB, RM",61,RB,Ecuador
J. Doyle-Hayes,Jake Billy Doyle-Hayes,"CM, CDM",63,LCM,Republic of Ireland
S. Chhetri,Sunil Chhetri,"ST, LW, LM",68,LW,India
M. Pięczek,Marcel Pięczek,"CB, LB, LM",66,LCB,Poland
Í. Ávila,Írven Beybe Ávila Acero,"ST, RW, RM",69,ST,Peru
Lucas Maia,Lucas Jaques Varone Maia,"CB, LB",68,RCB,Brazil
D. Granli,Daniel Fredrik Granli,"CB, LB",66,SUB,Norway
A. Adams,Akor Jerome Adams,ST,73,SUB,Nigeria
G. Simenstad,Gard Simenstad,"CM, RM, CAM",65,RCM,Norway
F. Carlsen,Fredrik Carlsen,"CAM, CM",65,LCM,Denmark
L. Rivero,Lautaro Rubén Rivero Cruz,"CB, LB",73,RES,Argentina
T. Hamer,Thomas Philip Hamer,"CB, RB, RM",65,RCB,England
Sorriso,Marcos Vinicios Lopes Moura,"RM, LM, RW",74,LM,Brazil
F. Calvo,Francisco Javier Calvo Quesada,"CB, LB",68,LB,Costa Rica
B. Ortega,Bryant Jesús Ortega Carmona,"CDM, CM",66,RES,Venezuela
R. Ábila,Ramón Darío Ábila,ST,70,SUB,Argentina
J. Bay,Aníbal Jonathan Gastón Bay,"LB, LM",69,SUB,Argentina
J. Requena,Juan Manuel Requena,"CM, CDM",67,LDM,Argentina
N. Ofoborh,Nathan Nnamdi Ugochukwu Benjamin Asigboro Ofoborh,"CDM, CM",63,LCM,Nigeria
A. Pelmard,Andy Joseph Pelmard,"CB, RB, LB, RM",70,SUB,France
S. Andersen,Silas Andersen,"CDM, CM, CB",70,RCB,Denmark
M. Wdowiak,Mateusz Wdowiak,"LM, LW, RM",67,LM,Poland
D. Politic,Dennis-Dorian Politic,"LW, LM",69,SUB,Romania
E. Duca,Edoardo Duca,"CM, CAM",63,SUB,Italy
S. Al Amri,Saleh Al Jamaan Al Amriصالح جمعان العمري,"LM, ST, LW",69,LM,Saudi Arabia
A. Bamba,Abdoulaye Bamba,CB,70,SUB,Côte d'Ivoire
L. Cabral,Luciano Javier Cabral Melgarejo,"CAM, CM, LM",70,CAM,Chile
O. Solbakken,Ola Selvaag Solbakken,"CAM, RM, LM, CM",70,SUB,Norway
Marcos André,Marcos André de Sousa Mendonça,ST,69,SUB,Brazil
Alminho Boas,Alam Cristian Boas Anjos,"CDM, CM, CB",72,SUB,Brazil
C. Mandouki,Cyril Paul Mandouki,"CDM, CM",67,SUB,France
J. Mellot,Jérémy Mellot,"RB, LB, CB, RM",69,RB,France
W. Taïbi,Waniss Taïbiونيس طايبي,"CM, CAM",69,SUB,France
R. Enrique,Ramiro Enrique Paz,"ST, LW, LM",70,RES,Argentina
S. Beusnard,Steeve Beusnard,"CM, CDM",65,LDM,France
T. Edun,Adetayo Oluwatosin Olusegun Edun,"LB, LM",64,SUB,England
Marquinhos Cipriano,Marcos Robson Cipriano,"LB, LM",65,SUB,Brazil
M. Céliz,Milton Aaron Céliz,"CM, CAM",63,RCM,Argentina
M. Şatin,Murat Şatin,"CM, LM, ST, CDM",65,SUB,Austria
B. Norton-Cuffy,Brooke Dion Nelson Norton-Cuffy,"RM, RB, RW",68,RB,England
P. Dziczek,Patryk Dziczek,"CDM, CM",68,RDM,Poland
D. Moses,David Moses,"CM, CDM",68,SUB,Nigeria
Víctor Parada,Victor Parada González,"LB, CB, LM",67,SUB,Spain
N. Krstović,Nikola KrstovićНикола Крстовић,ST,75,SUB,Montenegro
C. Suárez,Cristian Fernando Suárez Figueroa,CB,72,LCB,Chile
L. Pascual,Luciano Valentín Pascual,"CM, CAM, LM",62,SUB,Argentina
A. Sørensen,Asger Strømgaard Sørensen,CB,74,LCB,Denmark
D. Eid,Daniel Fritz Eid,"RB, RM",68,RB,Norway
C. Bramall,Cohen Conrad Bramall,"LB, LM",65,SUB,England
Ricardinho,Ricardo José Veiga Varzim Miranda,"RB, CB, RM",67,RB,Portugal
A. Garcia,Andre Garcia,"LB, RW, LW, RM",63,SUB,England
K. Corbanie,Kobe Corbanie,"RB, CDM, CB, CM",67,SUB,Belgium
A. Lyons,Andrew Lyons,"RB, LB, RM",65,SUB,Republic of Ireland
H. Martínez,Hugo Javier Martínez Cantero,"CDM, CM, CAM",69,SUB,Paraguay
M. Hanousek,Matěj Hanousek,"LB, LM",67,LB,Czechia
H. Dervişoğlu,Halil İbrahim Dervişoğlu,"ST, CAM",67,SUB,Türkiye
D. García,Diego Gonzalo García Cardozo,"LM, LW, CAM",70,SUB,Uruguay
J. Mellish,Jon James Alexander Mellish,"CB, LB, CM, LM",63,SUB,England
T. Corbeanu,Theodor Alexander Corbeanu,"LM, RM, LW",68,LM,Canada
O. Gene,Owen Gene,"CDM, CM, CB",68,SUB,France
L. Young,Luke Young,"CDM, CM",63,CDM,England
Pablo García,Pablo García Carrasco,"LB, LM",69,LB,Spain
J. Rodríguez,Juan Gabriel Rodríguez,CB,75,LCB,Argentina
R. Burbano,Robert Javier Burbano Cobeña,"RW, RM",66,RM,Ecuador
S. Vecchia,Stefano Giuseppe Arne Holmquist Vecchia,"LM, CAM, ST, LW",67,RES,Sweden
L. Sauer,Leo Sauer,"LW, CAM, LM",72,LW,Slovakia
J. Iturbe,Juan Manuel Iturbe Arévalos,"RM, ST, RW",71,LS,Paraguay
T. Klidje,Thibault Klidjé,ST,69,SUB,Togo
A. Rebbach,Abderrahman Rebbachعبد الرحمن ريباخ,"LM, LW",69,SUB,Algeria
T. Lowery,Thomas Richard Lowery,"CM, CDM, CAM",63,SUB,England
J. Idzes,Jay Noah Idzes,CB,72,RCB,Indonesia
C. Bedia,Chris Vianney Bedia,ST,70,RS,Côte d'Ivoire
M. Bertagnoli,Massimo Bertagnoli,CM,66,LCM,Italy
J. Stroud,Jared Presson Stroud,"RM, RW",67,RM,United States
K. Krasniqi,Kreshnik Krasniqi Dervishaj,"CM, CDM",65,SUB,Kosovo
F. Watson,Franco Nahuel Watson,"CAM, CM, LM",70,SUB,Argentina
C. Evans,Chedwyn Michael Evans,ST,67,SUB,Wales
M. Vera,Matías Gabriel Vera,"CDM, CM",67,SUB,Argentina
Marc Guiu,Marc Guiu Paz,ST,71,RES,Spain
Pedro Ferreira,Pedro Miguel Dinis Ferreira,"CDM, CM",69,SUB,Portugal
F. Esposito,Francesco Pio Esposito,ST,72,SUB,Italy
Robson Bambu,Robson Alves de Barros,CB,73,SUB,Brazil
S. Prieto,Sebastián Nahuel Prieto,"LB, LM, LW",69,SUB,Argentina
K. Saito,Koki Saito斉藤 光毅,"LM, LW",72,SUB,Japan
Iñaki González,Iñaki González Zambrano,"CDM, CM",68,SUB,Spain
M. Król,Michał Król,"RW, LW, RM",66,RW,Poland
O. Johansson Schellhas,Oscar Nils Per Johansson Schellhas,"RM, CM, RW",67,SUB,Sweden
J. van de Kamp,Jochem Ritmeester van de Kamp,"CAM, RM, CM",66,RAM,Netherlands
G. Carneiro,Gonzalo Rodrigo Carneiro Méndez,"ST, RW, RM",70,ST,Uruguay
Diego Pampín,Diego Varela Pampín,"LB, LM, LW",69,SUB,Spain
J. Grot,Jay-Roy Jornell Grot,"ST, LW",67,ST,Netherlands
T. Raschl,Tobias Raschl,"CM, CDM",66,SUB,Germany
C. Clark,Caden Christopher Clark,"CAM, LM, LW, CM",66,SUB,United States
V. Byskov,Valdemar Byskov Andreasen,"RW, LW, RM",68,SUB,Denmark
Pedro Henrique,Pedro Henrique Azevedo Pereira,"LB, LM, RB",72,LB,Brazil
T. Roberts,Tyler D'Whyte Roberts,"ST, CAM, RM",66,SUB,Wales
E. Jirka,Erik Jirka,"RM, LM, RW",68,RM,Slovakia
M. Anderson,Max Anderson,"CM, CDM",62,SUB,Scotland
Milton Menceiros,Milton Boas Menceiros Cunha,CB,70,LCB,Brazil
A. Szalai,Attila Árpád Szalai,"CB, LB, LM",70,LCB,Hungary
J. Espinoza,Jhon Jairo Espinoza Izquierdo,"RB, RM",67,SUB,Ecuador
Y. Maart,Moegamat Yusuf Maart,CM,67,LCM,South Africa
E. Majetschak,Erik Majetschak,"CB, CDM, CM",64,SUB,Germany
E. Poku,Ernest Poku,"RM, LM, RW",70,RES,Netherlands
U. Tohumcu,Umut Deger Tohumcu,"CAM, CM",70,SUB,Germany
L. Maloney,Lennard Patrick Maloney,"CDM, CM",72,SUB,United States
M. Kempf,Marc Oliver Kempf,CB,73,LCB,Germany
S. Toloza,Santiago Federico Toloza,"CAM, CM",70,CAM,Argentina
A. Kamara,Abu Kamara,"RM, RW, LM",68,SUB,England
M. Cicconi,Manuel Cicconi,"LM, LB, LW",70,LM,Italy
V. Gheorghe,Valentin Gheorghe,"LM, RM, LW",64,SUB,Romania
J. Tanganga,Japhet Manzambi Tanganga,CB,73,RCB,England
Pejiño,Francisco Jesús Crespo García,"RM, LM, RW",68,SUB,Spain
J. Trenskow,Jacob Bennedsen Trenskow,"RM, CM, RW",69,RM,Denmark
E. Bayram,Emin Bayram,CB,73,RCB,Türkiye
S. Strujić,Sasa Strujic,"LM, LB",65,LM,Bosnia and Herzegovina
D. Paraschiv,Daniel George Paraschiv,"ST, CAM",68,ST,Romania
U. Jenssen,Ulrik Yttergård Jenssen,"LB, CB",68,SUB,Norway
S. Finley,Samuel Joseph Finley,"CM, CDM",61,SUB,England
M. Busi,Maxime Busi,"RB, RM",68,SUB,Belgium
S. Ramírez,Simón Alonso Ramírez Cuevas,"RB, RM",67,SUB,Chile
Y. Özdemir,Yusuf Özdemir,"LM, LB",67,LM,Türkiye
K. Anderson,Karoy Zidane Lovebourne Anderson,"CM, CAM, RM",63,SUB,Jamaica
M. Forss,Marcus Forss,"ST, RM, CAM",70,SUB,Finland
Dailon Livramento,Dailon Rocha Livramento do Rosario,"ST, CAM",70,RES,Cabo Verde
A. Hasić,Ajdin Hasić,"RM, RW, CAM",70,RW,Bosnia and Herzegovina
S. Marković,Svetozar MarkovićСветозар Марковић,CB,73,CB,Serbia
F. Ponsi,Fabio Ponsi,"RB, CB, RM",66,RES,Italy
M. Silvera,Maximiliano Joaquín Silvera Cabo,ST,72,ST,Uruguay
M. Pineida,Mario Alberto Pineida Martínez,"LB, RB, LM",67,SUB,Ecuador
Eltildo Bessa,Elton Matheus Bessa Acuna,"ST, CAM, LW",70,LS,Brazil
A. Christensen,Andreas Bødtker Christensen,"CB, CM",80,SUB,Denmark
J. Janneh,Jocelyn Janneh,"CDM, CM",68,LDM,Sierra Leone
C. Yirenkyi,Caleb Marfo Yirenkyi,"CM, CDM, CB",67,RCM,Ghana
P. Frick,Per Samuel Frick,ST,65,SUB,Sweden
K. Knap,Karol Knap,"CM, CDM",64,RES,Poland
M. Johnston,Michael Andrew Johnston,"LM, LW",72,LM,Republic of Ireland
J. Jones,Jodi Jay Felice Jones,"RW, LB, RB, RM",65,SUB,Malta
B. Mansilla,Brian Nicolás Mansilla Islas,"RM, LM, LW, RW",68,SUB,Uruguay
M. Cho,Mohamed-Ali Cho,"LW, RW, ST, LM",76,RW,France
J. Stansfield,Jay Stansfield,"ST, CAM, LM, CM",69,CAM,England
R. Nizet,Rob Nizet,"LB, LM",63,SUB,Belgium
O. Pettersson,Oscar Pettersson,"RM, RW",66,SUB,Sweden
Fali,Rafael Jiménez Jarque,CB,69,RES,Spain
D. Drăguș,Denis Mihai Drăguş,"ST, LM, CAM",72,LAM,Romania
Kwon Hyeok Kyu,Hyeok-kyu Kwon권혁규,"CDM, CM",67,SUB,Korea Republic
L. Cundle,Luke James Cundle,"CM, CAM",67,SUB,England
S. El-Faouzi,Soufiane El-Faouzi,"CM, CAM, CDM",67,LCM,Germany
D. Frieser,Dominik Frieser,"RM, RW, ST, RB",65,RM,Austria
R. Preißinger,Rico Preißinger,"CDM, CM",66,CDM,Germany
B. Cremaschi,Benjamin Cremaschi,"CM, CAM, RM",68,RES,United States
B. Källman,Benjamin Källman,"ST, CAM, CM",72,SUB,Finland
I. Sebaoui,Ilias Sebaouiإلياس سباوي,"LM, LW",66,LM,Morocco
A. Ciammaglichella,Aaron Ciammaglichella,"CM, CDM",62,RES,Italy
J. McDonnell,Jamie Carson McDonnell,"CDM, CM",66,RDM,Northern Ireland
D. Adeniran,Dennis Emmanuel Abiodun Bamidele Chijioke Adeniran,"CM, CDM, RB, RM",62,SUB,England
J. Petriccione,Jacopo Petriccione,"CDM, CM",69,SUB,Italy
Caio Chissano,Caio Welson Chissano Dourado,"LB, LM",73,SUB,Brazil
W. Geubbels,Willem Davnis Louis Didier Geubbels,ST,72,ST,France
Elgezabal,Unai Elgezabal Udondo,"CB, CM, CDM",73,CB,Spain
S. Hakšabanović,Sead HakšabanovićСеад Хакшабановић,"LM, LW",70,SUB,Montenegro
R. van Bommel,Ruben van Bommel,"LW, LM",74,LW,Netherlands
P. Brittijn,Philip Brittijn,"CM, CDM, CAM",66,LDM,Netherlands
R. Rasch,Robin Gravli Rasch,"CDM, CM",68,LCM,Norway
D. Oshilaja,Abdul-Yussuf Adedeji Adeniyi Oshilaja,"CB, CDM, CM",66,SUB,England
P. Wålemark,Jens Patrik Wålemark,"LM, RM, LW",71,SUB,Sweden
Raíllo,Antonio José Raíllo Arenas,CB,81,CB,Spain
J. Flores,Jordan Michael Flores,"LB, CDM, CB",60,LB,England
P. Greil,Patrick Greil,"CAM, CM",64,CAM,Austria
I. Cissé,Ibrahim Cissé,CB,70,CB,France
A. Montero,Alejo Gastón Montero,"RB, RM",63,SUB,Argentina
Michildo Melo,Michel David Melo Fagundes,"LM, LB, LW",67,SUB,Brazil
Y. Özcan,Yasin Özcan,"CB, LB, LM",69,SUB,Türkiye
Jony Reitosa,Jony Allison Reitosa Ribeiro,"RB, RM",71,SUB,Brazil
D. Chirino,Daijiro Florencio Chirino,"CB, RB, RM",69,SUB,Curacao
I. Leguizamón,Iván Ezequiel Leguizamón,"LW, LM, RM",72,LW,Paraguay
A. Casar,Aljaž Casar,"CM, CDM, CB",66,SUB,Slovenia
A. Sørensen,Adam Sørensen,"LB, LM",66,LB,Denmark
L. Carissoni,Lorenzo Carissoni,"CB, RB, LB, RM",64,RM,Italy
Pablo Rodríguez,Pablo Rodríguez Delgado,"CAM, LM, ST, CM",69,SUB,Spain
L. Schnellbacher,Luca Pascal Schnellbacher,ST,69,ST,Germany
T. Thomas,Titouan Christophe Gérard Thomas,"CM, CDM",65,SUB,France
A. Chitu,Aurelian Ionuț Chițu,"ST, LM, RM, LW",68,RS,Romania
L. Maina,Linton Maina,"LM, ST, CAM, LW",73,RES,Germany
K. Davis,Keinan Vincent Joseph Davis,ST,72,RS,England
M. Kaye,Mark-Anthony Kaye,"CDM, CM",67,SUB,Canada
C. Lichtenberger,Christian Lichtenberger,"RW, CAM, RM",65,SUB,Austria
C. Egan-Riley,Conrad Jaden Egan-Riley,CB,75,SUB,England
J. Schreuders,Jorg Schreuders,"RM, LM, RW",66,LM,Netherlands
H. Guenouche,Hakim Guenouche,"LB, LM",65,SUB,France
A. Al Hajji,Ala'a Al Hajjiعلاء آل حجي,"CM, CDM, CAM",63,RES,Saudi Arabia
M. Finotto,Mattia Finotto,"ST, CAM, CM",68,LAM,Italy
E. Iandolo,Ellis Carlo Iandolo,"LB, LM",64,SUB,England
A. Al Khaibari,Abdullah Mohammed Al Khaibariعبدالله الخيبري,"CDM, CM",68,RDM,Saudi Arabia
L. Fadinger,Lukas Fadinger,"CM, CAM, CDM",65,RDM,Austria
I. Ssewankambo,Isak Ssali Ssewankambo,"CB, CDM, CM",64,SUB,Sweden
E. Taşdemir,Emre Taşdemir,"LB, LM",63,SUB,Türkiye
Diogo Calila,Diogo dos Santos Cabral,"RB, RM",69,SUB,Mozambique
G. Bello,George Oluwaseun Bello,"LB, LM",69,LB,United States
D. Mertens,Dylan Mertens,"CAM, CM",65,SUB,Netherlands
Dotor,Carlos Dotor Gonzalez,"CM, CDM, CAM",68,RCM,Spain
N. Farrugia,Neil Farrugia,"LB, RB, LM",64,SUB,Republic of Ireland
R. Ciervo,Riccardo Ciervo,"RM, RB",66,RB,Italy
Lucas Mendes,Lucas Michel Mendesلوكاس منديز,CB,70,,Qatar
T. Pozzo,Tomás Agustín Pozzo,"RM, LM, CAM, RW",67,SUB,Argentina
S. Diabaté,Soumaïla Diabaté,"CDM, CM",68,RDM,Mali
C. Zambrano,Carlos Augusto Zambrano Ochandarte,CB,73,RCB,Peru
S. Sambo,Shurandy Ruggerio Sambo,"RB, RM",68,RB,Curacao
A. Roman,Alin Roman,"CAM, CM",68,CAM,Romania
Rafa Rodrigues,Rafael Vela Rodrigues,"LB, LM, RB",66,SUB,Portugal
T. Klysner,Tobias Klysner Breuner,"RM, LM, RB",65,RM,Denmark
F. Muñoa,Facundo Ezequiel Muñoa dos Santos,"CM, LM",65,RCM,Uruguay
K. Kouao,Koffi Franck Kouao,"RB, RM",71,RB,Côte d'Ivoire
E. Hagen,Elias Kristoffersen Hagen,"CM, CDM, CB",66,SUB,Norway
André Geraldes,André Geraldes de Barros,"RB, RM",69,SUB,Portugal
K. Vázquez,Kevin Alejandro Vázquez,"CM, CDM",66,SUB,Argentina
J. Yeboah,John Yeboah Zamora,"ST, CAM",70,RS,Ecuador
Dani Lorenzo,Daniel Lorenzo Guerrero,"CM, ST, CAM",64,SUB,Spain
B. Vazquez,Brandon Vázquez Toledo,ST,73,LS,United States
C. Niasse,Cheikh Ahmet Tidian Niasse,"CDM, CM",71,RCM,Senegal
T. Makowski,Tomasz Makowski,"CDM, CM, CAM",64,SUB,Poland
J. Guttau,Julian Guttau,"CAM, LM, CM",66,SUB,Germany
D. Polvara,Dante Polvara,"RM, CAM, CDM, RB",64,SUB,United States
P. Ampem,Prince Obeng Ampem,"LM, LW, RM",70,SUB,Ghana
Miguel Cardoso,Miguel Felipe Nunes Cardoso,"LM, CAM, ST, LW",70,LM,Portugal
Mateo Joseph,Mateo Joseph Fernández Regatillo,ST,70,RS,Spain
Q. Lecoeuche,Quentin Lecoeuche,"LB, LM",64,SUB,France
G. Evans,George Evans,"CDM, CM, CB",64,SUB,England
M. García,Mateo García Rojas,"CM, CDM, RM",70,CDM,Colombia
R. Bochi,Roberto Agustín Bochi,"CDM, CM",66,RDM,Argentina
S. Gigot,Samuel Florent Thomas Gigot,CB,77,SUB,France
S. Tovide,Samson Jolaoluwa Gbolohan Tovide,ST,62,ST,England
Yang Liyu,Yang Liyu杨立瑜,"RW, RM, ST",63,SUB,China PR
Gustavo,Gustavo Pinto Mendonça,"CM, CDM",66,SUB,Portugal
Michael Dimeira,Michael Renan Dimeira Couto,"CAM, RM, CM",74,CAM,Brazil
Cheng Jin,Cheng Jin程进,"CM, RM, RW",64,SUB,China PR
A. Hainaut,Antoine Hainaut,"RB, RM",68,RB,France
R. Funes Mori,José Ramiro Funes Mori,CB,70,RCB,Argentina
M. Johnston,Max Johnston,"RB, RM",68,SUB,Scotland
J. Gutiérrez,Juan Manuel Gutiérrez Freire,"LM, CAM, ST, LW",69,SUB,Uruguay
J. Russell,Jonathan Edward Russell,"CM, CDM",65,SUB,Jamaica
Adrián Maideira,Adrián Guto Maideira Almeida,"CAM, CM",67,SUB,Brazil
Víctor García,Víctor García Marín,"LB, LM",65,SUB,Spain
S. Sidler,Silvan Eli Sidler,"RB, LB, RM",64,LB,Switzerland
T. Dolan,Tyrhys Dolan,"RM, CAM, LM, RW",69,RM,England
K. Ingason,Kristall Máni Ingason,"ST, CAM",64,SUB,Iceland
J. Mvuka,Joel Mugisha Mvuka,"RM, RW",71,RM,Norway
F. Wagner,Fridolin Wagner,"CDM, CM",65,CDM,Germany
J. Kenny,Johnny Kenny,ST,69,SUB,Republic of Ireland
M. Berisha,Medon Berisha,CM,67,LCM,Albania
J. Panzo,Jonathan William Panzo,CB,69,CB,England
T. Vlček,Tomáš Vlček,"CB, RB",73,RES,Czechia
C. Favasuli,Costantino Favasuli,"RM, RB",65,RM,Italy
Kim Ju Kong,Ju-gong Kim김주공,"CM, ST, CAM",61,SUB,Korea Republic
R. Rösch,Romario Rösch,"LM, RM, RB, LB",67,SUB,Germany
C. Ndiaye,Pape Cherif Ndiaye,"ST, LW",70,SUB,Senegal
A. Jallow,Abdoulie Jallow,"RM, CAM, RW",71,SUB,Gambia
Everson Junior,Everson Junior Pereira da Silva,"CM, CDM",64,RCM,France
G. Paquiez,Gaëtan Paquiez,"RB, CB",66,RCB,France
T. Biasci,Tommaso Biasci,ST,68,SUB,Italy
R. Wagner,Robert Wagner,"CM, CDM",69,SUB,Germany
Marc Navarro,Marc Navarro Ceciliano,"RB, RM",65,SUB,Spain
R. Guitane,Rafik Guitane,"RW, CAM, RM",73,RW,Algeria
A. Păun,Constantin Adrian Alexandru Păun,"CAM, CM, LW",67,CAM,Romania
G. Ferrari,Gianluca Ferrari,CB,70,SUB,Argentina
M. Verreth,Matthias Verreth,"CM, CDM",65,CDM,Belgium
Brenner,Brenner Souza da Silva,"ST, CAM, CM",71,SUB,Brazil
T. Payne,Timothy John Payne,"RB, RM",63,RB,New Zealand
K. Morris,Kieron Morris,"LM, CM, RM, LW",61,RM,England
M. Di Giusto,Matteo Emilio Di Giusto,"CAM, RM, ST, CM",70,CAM,Switzerland
M. Martins,Marvin Martins Santos da Graça,"CB, LB, RB",66,SUB,Luxembourg
Aisar,Aisar Ahmed Ahmed,"RM, RB, RW",65,RB,Morocco
C. Teuchert,Cedric Teuchert,"CAM, ST, CM",68,RAM,Germany
B. Pierret,Balthazar Jean Philippe Marie Pierret,"CDM, CM",68,SUB,France
Lander Pinillos,Lander Pinillos Wilson,"CAM, RM, CM",62,RES,Spain
M. Dárdai,Márton Dárdai,"CB, CDM",70,LCB,Hungary
H. Al Yami,Hamad Turki Al Tuhayfan Al Yamiحمد تركي اليامي,"RB, RM",65,SUB,Saudi Arabia
A. Zagré,Arthur Zagré,"LB, LM",67,LB,France
K. Sulemana,Kamaldeen Sulemana,"LM, LW, ST",71,SUB,Ghana
Kwon Kyung Won,Kyung-won Kwon권경원 权敬源,CB,70,SUB,Korea Republic
S. Di Mario,Stefano Di Mario,"LB, LM",67,LM,Italy
L. Winkler,Levin Winkler,"CM, CDM",65,SUB,Switzerland
Diegildo Ramos,Diego Hugo Ramos Calado,"ST, RM",74,LS,Brazil
M. Lixandru,Mihai Daniel Lixandru,"CDM, CM",68,RDM,Romania
D. Kopacz,David Peter Kopacz,"RM, CM, CAM, RW",67,LCM,Poland
R. Deaconu,Ronaldo Octavian Andrei Deaconu,"CAM, CM",63,SUB,Romania
Bruno Leite,Bruno Miguel Santos Leite,"CM, CDM, CB",65,CM,Cabo Verde
R. Mundle,Romaine Lee Mundle,"LM, LW, RM",71,RES,England
Mateus Vital,Mateus Da Silva Vital Assumpção,"CAM, CDM, CM",71,CAM,Brazil
A. Mallamo,Alessandro Mallamo,CM,64,SUB,Italy
M. Faye,Mikayil Ngor Faye,CB,68,SUB,Senegal
P. Christiansen,Peter Buch Christiansen,"ST, RW, LW, RM",68,ST,Denmark
Juan Cruz,Juan Cruz Álvaro Armada,"LB, CB",74,LCB,Spain
K. Joseph,Kyle Alexander Joseph,"ST, LW, LM",66,SUB,Scotland
B. Pawłowski,Bartłomiej Pawłowski,"CAM, LM, CM",66,SUB,Poland
R. Orihuela,Renzo Miguel Orihuela Barcos,"CB, RB, RM",68,RB,Uruguay
A. Long,Aaron Ray Long,CB,71,LCB,United States
Alexsandro,Alexsandro Victor de Souza Ribeiro,CB,80,LCB,Brazil
B. Ambina,Brice Ambina,"CDM, CM",67,CDM,Cameroon
N. Galešić,Niko Galešić,CB,70,SUB,Croatia
R. Hernández,Robert Enrique Hernández Aguado,"LW, RW, LM",65,SUB,Venezuela
S. Horemans,Siebe Horemans,"RB, CB",71,RB,Belgium
M. Butcher,Matthew David Butcher,"CM, CDM",64,SUB,England
A. Jankewitz,Alexandre Tounde Dimitri Jankewitz,"CDM, CM",63,LDM,Switzerland
E. Bailly,Eric Bertrand Bailly,CB,74,SUB,Côte d'Ivoire
T. Moustier,Tom Moustier,"CM, CDM",65,RCM,France
M. Fernández,Matías Ignacio Fernández Cordero,"RB, RM",68,RB,Chile
C. Willock,Christopher Anthony Willock,"LM, LW",72,LM,England
N. Moriah-Welsh,Nathan Daniel Moriah-Welsh,"CM, CDM",62,SUB,Guyana
